season,poss,mp,do_ratio,pacing,win_rating
1981,49,21,-7.81549195,-0.386329034,-0.077833654
1977,4793,2104,0.544092889,0.677300798,5.647073206
2001,4913,2502,0.736325295,0.059594489,3.886996495
1997,5871,3054,2.385971611,-0.43688779,6.848627703
1999,105,56,-6.75947989,0.366132517,-0.243538943
1979,1671,738,-3.175913333,0.452760053,-0.490809485
1996,459,236,-1.176220044,0.014731304,-0.082189882
1985,1800,860,-3.815071656,-0.157112989,-0.39525265
1998,5794,3053,-0.181093213,-0.146741819,4.98457552
2003,4059,2049,-0.050148418,-0.301693246,1.093235293
2011,342,181,-6.406258011,0.288715953,-0.264453737
2020,4919,2359,5.464795972,-0.640120908,14.91051131
2007,3496,1844,0.336823535,-0.281797252,2.07819498
2021,414,196,-3.668926634121924,-1.513998840770729,-0.5111420532527995
1997,295,154,-6.955983431,-0.272862058,-0.351378063
2019,3586,1699,-0.119078261,-0.800096356,4.504778666
2019,3915,1822,-0.852265381,-0.174953389,1.506976808
1992,627,305,-2.128545355,0.065744298,0.431334333
1978,2808,1213,-1.189148853,0.25137615,2.439045866
2004,5257,2706,0.908547119,0.285062169,5.90272461
2013,2147,1132,1.403839523,0.005932152,2.166741009
2013,136,68,-6.124604925,0.367170858,-0.15623103
2020,6458,3078,5.576724213,0.128867446,16.82248433
2013,1563,788,-2.739709691,0.067218594,-0.477097761
1987,444,214,1.355566488,-0.50082904,0.177887459
2012,364,187,-3.541513071,0.767806228,-0.12759327
2009,3765,1958,0.942928034,0.179839341,3.805170577
2002,2552,1342,1.175719042,0.109610172,2.265150751
1995,2400,1208,0.784485252,0.566515852,1.129087793
1994,2264,1157,-1.735181227,0.716068988,1.645162109
2013,4271,2170,1.172104215,-0.254065299,5.432009125
1999,3981,2154,1.535104445,-0.333224475,11.65763886
2019,3322,1545,-1.300262709,-1.339397648,0.808976581
2006,1680,870,-4.858531901,0.373600983,-1.16551021
2014,3939,1884,-0.719178275,0.674645803,0.299498836
1989,1924,927,-3.008036875,0.196498399,-0.659017978
1977,2880,1262,-0.131249853,0.079283291,1.210296207
1995,4348,2191,-0.325769956,0.402264416,1.383007577
2004,4871,2636,0.571941924,-0.192582869,4.624511611
1987,4677,2088,-0.023038727,0.155064537,2.831722962
2021,27,12,-7.391521813908543,-1.546819378215432,-0.0591875426227372
1985,1891,903,-3.805736,0.338183841,-0.619894265
1991,337,162,-8.119763373,0.183653416,-0.713588998
2012,1538,820,1.953283186,-0.155879686,1.881103473
1981,6176,2922,1.134250282,-0.26298652,6.275968984
1982,568,270,-3.857598955,0.895922617,-0.263327887
2020,2748,1325,1.531849399,0.088141132,4.868193101
2020,1259,600,-1.089875299,0.38528449,1.555107535
2009,3230,1707,-0.259812742,-0.134057722,1.986420441
1977,6870,3041,0.558743608,-0.392431987,3.138357708
1990,6813,3369,1.186551126,-0.521107502,7.457189428
2010,6398,3267,-0.199873248,-0.001182176,1.973358877
1997,518,279,-3.332713503,-0.207447091,0.064647699
2010,100,51,-4.654422854,2.257851424,-0.078439872
1996,3748,1953,1.643806717,-0.004022693,4.377723522
1995,2165,1089,-2.225848401,0.151505167,0.51109271
2008,1991,967,-0.698604705,0.815298927,0.694292849
2006,6468,3425,3.646957978,-0.408416619,14.0611863
2005,4176,2147,-1.638719676,0.025989098,4.032874051
1999,2203,1186,0.18609575,0.278642037,2.203082356
2012,2132,1080,0.528636063,-0.290860746,2.07264581
2001,5628,2865,-0.420936003,0.228271289,3.446692338
1990,1967,968,-2.532797289,0.872457567,-0.801089121
2015,16,8,-17.97564536,-1.500127319,-0.105656853
2019,2018,958,-3.34393447,-0.48332604,-1.093802247
2013,2213,1113,-2.335537825,-0.462548425,1.575426523
1998,717,364,2.030574415,0.596795015,1.198288698
2003,149,79,-2.303643166,-1.163164569,-0.013174747
2021,1534,738,-1.250072066360083,-0.154780983792472,0.645987726819051
2004,2841,1472,-1.174393654,-0.253374096,1.24931867
1988,6146,3022,-1.618867024,-0.760677701,2.50517502
2012,2522,1289,0.668574845,0.200987258,2.35472827
2014,2356,1209,-0.32469719,-0.579055206,2.488849292
2010,5272,2702,-0.864153001,-0.309810385,1.633641237
1991,4910,2447,-0.127823423,-0.564209364,1.423412783
2001,2967,1571,-1.091885874,-0.464923962,1.632345044
2020,563,262,-6.10660954,-0.527286738,-0.252863842
1990,5797,2898,5.505732459,-0.635483634,11.97500225
1992,1869,905,-0.716216712,0.592688318,1.450898948
2004,7401,3781,4.558806696,-0.445704204,11.56603155
1984,6161,2969,1.70928673,-0.304934816,5.977503044
2017,5735,2990,1.117876,-0.794475902,14.06060434
1998,2430,1253,-1.68858183,-0.22261066,-0.384807964
2016,1770,877,-0.830005575,0.392257458,1.936260175
2014,5378,2556,0.589748996,1.22498819,2.878434715
1979,3079,1393,0.016593325,-0.100006791,1.124320747
1997,4511,2582,-0.033349921,-0.058087788,6.625754341
2005,591,317,-3.141898019,-0.002427569,-0.219178164
1993,8822,4270,3.47904746,-0.241459566,14.35123366
1991,2806,1171,-2.625437372,0.257620933,-1.01713488
1999,519,269,-4.055361319,0.676298422,0.099644513
2019,317,145,-8.057246187,1.098912837,-0.456977027
2017,1158,568,-4.408511843,0.4562778,-0.330251764
2007,5852,3062,1.555252256,-0.127800094,8.650191649
1991,334,164,-2.331212682,1.148419823,-0.142858595
2011,385,208,-5.786082651,1.163079175,-0.492014352
2015,2094,1011,-0.143330495,-0.016972771,0.815314751
1998,5049,2722,0.570503885,-0.346205285,4.769126043
2020,3491,1651,2.028187436,0.827260528,5.745576783
2021,1383,645,-1.02792336594193,0.1305360425656447,1.574957985266892
1979,3584,1647,1.24683502,0.448515975,3.539516131
2007,3521,1842,-2.246147203,0.206014272,-1.803829036
1995,1063,534,-4.847680922,0.199921858,-0.12675496
2002,2691,1425,0.696475314,-0.077760297,3.725575046
2003,21,11,-3.550165336,1.152249672,-0.015011014
1986,6,3,8.697810235,2.918447388,0.019298219
1990,5085,2287,0.85689801,-0.797852141,3.231575109
1989,4964,2371,-1.315580342,0.035055523,2.316081702
2007,5174,2580,-0.110237595,0.559764146,3.419412986
2003,1868,943,-6.02401877,0.38429464,-0.951927073
2012,267,139,-3.871285881,0.394333057,-0.173607487
1985,5325,2545,-0.413560706,-0.313811903,3.341990014
1998,1087,586,-4.294663553,0.690757764,-0.533137056
1986,2684,1241,-0.343862933,0.492950352,1.306887402
2006,2103,1113,-0.734582205,1.219372048,0.710751323
2011,2261,1127,-1.509640145,0.276171979,0.569956495
1997,292,155,-5.215120407,1.965705628,-0.293348115
2006,4487,2393,0.061362471,0.196099433,2.813240341
2002,3114,1601,1.438392683,1.980276537,1.024556622
2021,2333,1103,-1.657183358535772,-0.3315646464404002,0.9174390877251468
1982,5359,2679,0.689712922,-0.131278578,4.820349134
1991,4346,2072,-3.179173211,0.323512759,-1.359673974
2012,3307,1657,0.210883398,-0.427317146,2.768368134
2015,4752,2394,-1.258477531,0.255635658,1.342218303
2007,1876,975,-5.440511159,-0.001107691,-2.668167132
2017,421,199,-2.563370736,-0.230275367,-0.422398451
2006,2489,1323,1.374055943,-0.140503423,2.384025518
1996,13,7,-12.74416961,2.945122073,-0.058277755
2000,1192,608,-2.426204336,0.873965691,0.382113654
2016,3347,1714,-1.206005699,0.072291154,3.045469198
2008,1482,807,-0.579357489,0.463692522,2.571373011
1981,930,440,-2.083173076,0.357690634,0.13682672
1986,2310,1107,-0.485904363,0.400308296,1.205637002
2013,4969,2529,1.170661688,0.001571529,7.606808364
2015,5152,2589,0.96559293,0.668745625,4.220006825
2017,1062,538,-0.8914515,-0.980542782,1.760251713
2021,23,11,-10.70066791722366,2.213533234387797,0.0233509399678173
2006,342,185,-2.781075026,-0.353383778,0.065516816
1989,262,128,-5.692081476,0.666279237,-0.345469903
1992,985,505,-4.318856419,0.781070126,-1.117335723
1981,139,67,-6.494838519,1.839084766,-0.238836448
2005,1870,951,-4.455725646,-0.243587652,-0.660436309
1997,4413,2316,0.72701288,-0.157316198,5.269255817
1997,1838,949,-4.037135439,0.140618657,-1.752285429
1984,3347,1571,-2.072314556,0.41413869,-0.551135722
1996,2792,1434,-2.843736396,0.100460211,-1.89820806
2017,317,145,1.023753882,-0.475057472,-0.001156181
2020,4166,2011,1.746025841,-0.677169838,4.561254463
1987,3539,1658,-2.148524213,-0.020356611,-0.140463515
1998,2273,1165,-0.501694078,0.346756622,-0.26418401
2013,3822,1953,3.349336805,0.564517377,6.899655378
1987,6318,2864,2.536977457,-0.234689279,8.493387764
2015,50,23,-6.485946019,0.546904184,-0.101562937
1980,2455,1159,-2.612749687,0.358235195,-0.161113928
2019,2902,1352,-3.215638423,0.180151195,-0.620124917
1978,361,166,-4.981438649,0.027795805,-0.29865705
1999,3949,2157,1.900245023,0.249213056,7.265973868
1987,1710,801,-4.230677617,-0.10565783,-0.616716703
1984,5757,2676,0.602157626,-0.158924042,5.024791501
2007,1991,1027,-2.382758726,0.47331341,-0.18677274
1993,6548,3144,1.024018293,0.059725416,7.916163455
2010,4475,2210,-0.844521195,-0.218500581,2.66630359
2021,907,438,-4.841857424896187,-0.8140686694015651,-0.9626835724909965
1987,2794,1313,-3.0798219,-0.177951165,0.069978105
2005,3781,1944,1.765970853,-0.094077836,5.381202934
1983,6332,3023,-2.365500091,0.045565354,3.928065281
1995,4408,2197,0.838880836,0.114313896,4.225769064
2001,4228,2247,1.534215499,-0.139110776,4.706411792
2004,5854,2974,2.970772825,-0.645385044,8.431405123
2010,3471,1714,2.218236854,-0.6513348,3.812253881
2009,604,319,-3.61433568,1.434944947,-0.336822675
1985,1735,825,-2.530150671,0.607587798,0.008089881
2002,92,48,-4.818668486,1.239590094,-0.090081619
1979,7574,3468,3.972597874,-0.901825831,10.39117527
1983,2713,1202,-0.650910111,0.40250955,1.737546533
1991,2686,1121,-3.464289432,-0.569015371,-0.737801475
2020,2558,1224,-1.714662294,-0.234569434,1.889167396
1995,3393,1704,-1.457589678,-0.351340941,-0.24285095
1978,196,86,-3.842352385,0.731708161,-0.138235467
1993,3791,1820,-3.769287453,0.204276349,-0.614016466
2016,2344,1144,-2.385168617,0.095490957,-1.006653508
2000,275,137,-4.274429649,0.060012554,-0.275886194
1985,3751,1747,-1.288438752,0.097390322,2.08863864
2000,6259,3172,2.07872171,0.06405147,9.186086373
1982,48,22,-6.136240271,0.105978116,-0.095038649
2014,1381,704,-0.683915507,-0.404701798,0.122935444
1982,4313,2061,2.147219722,0.084428161,4.711367295
2002,5148,2707,4.768589389,-0.14772714,13.68589539
1994,2346,1182,-0.946858424,0.665467381,0.930317232
1978,7026,3069,2.084678519,-0.395071832,7.023013842
1981,6111,2641,3.01420131,-0.353646117,6.658255301
2002,88,47,-3.529586157,0.328161957,-0.050529425
1997,389,201,-4.027268334,0.850434183,-0.276487007
2019,33,16,7.686273461,-2.161759621,0.176321957
1978,2483,1163,-0.911401057,-0.120021282,1.188700408
1990,6733,3326,3.267104232,-0.448929613,10.72012769
1989,6324,2903,0.284697461,-0.109067819,3.989069908
2010,437,227,-5.290523832,0.984134822,-0.176896695
2010,2640,1345,-1.693281634,0.313479083,0.965388948
1986,5672,2619,-2.454216875,0.639589101,0.630920182
2011,5861,2946,1.763639558,0.000308356,6.660748837
2011,1598,793,-1.37097488,0.261054678,-0.071745134
2001,2303,1154,-3.040806385,0.451422014,0.4208695
1977,2339,1027,-1.795001925,0.109700532,-0.059978226
2020,1244,573,-1.157650718,-0.304130341,-0.131669205
2003,36,19,-9.114373805,3.016152331,-0.081586404
2019,4505,2048,0.250710732,0.587797622,1.035818287
2000,2422,1263,-0.402215667,0.124302699,0.549882386
1987,1716,800,-0.413246245,0.684310731,0.577629638
2005,2174,1136,-3.323502492,0.253073209,-0.829822501
2004,5094,2785,1.656811166,-0.118754367,7.873971827
1999,2277,1194,-0.967612827,-0.396112215,-0.249570598
2020,3911,1849,0.449159528,-0.249364952,2.746207135
2018,4296,2104,-0.159706996,0.242683447,3.128273592
2004,4997,2702,-2.446044696,-0.169783998,0.562849575
2008,1451,771,-0.617513046,-0.15093889,1.145266025
2007,4958,2516,-0.369589484,0.434098202,1.161143536
1994,2,1,4.206255191,23.73206278,-0.013442979
2019,1057,503,-3.250541094,-0.773325002,-0.287116321
1978,2157,945,-4.188290157,0.651513212,-1.717006784
1990,3332,1599,-1.541234743,0.837183391,2.520472212
1983,2385,1099,-1.16062672,-0.327275575,1.417813778
1989,1424,646,-4.798066358,-0.054669113,-1.565100229
2008,4251,2117,0.68039417,-0.057758081,0.93133673
2011,3600,1841,-2.369733755,0.05201725,0.037657039
1997,3866,2050,-1.801658222,-0.171107052,1.145904985
2008,122,61,-7.864104183,1.369372439,-0.18863597
2012,337,177,-3.64216905,0.243818126,-0.301068421
2018,4954,2435,0.341085502,0.59455843,4.892201
1987,62,29,-5.664406321,0.16634723,-0.069619073
2001,4564,2396,-0.149350324,0.201222328,3.117643834
2017,1309,653,-1.599485572,-0.054169538,0.264954934
1991,5866,2927,1.311884595,-0.783847638,7.937381734
2013,1600,839,-1.489809859,0.416513432,0.055955769
2004,1877,1016,-3.446239669,0.698212058,-0.003504851
2001,4147,2268,0.108129552,-0.407503157,6.928033948
1979,473,212,-3.822950798,0.755232206,0.033159299
1989,178,84,-6.585241945,3.055518106,-0.160017404
2006,3894,2061,-2.721256817,0.400884762,0.365441254
1988,327,154,-3.601505179,0.243446909,-0.151589793
2004,3635,1886,-0.18431692,0.731910061,3.217417244
1989,5457,2613,-1.828679098,-0.227032991,0.385137533
2013,2103,1064,-0.924959055,1.348471904,-0.500407315
1997,5590,2912,0.822157214,-0.243459586,4.194593813
2012,3846,2047,-1.720440057,-0.451361499,2.519513971
2016,3122,1485,-3.055731157,0.361352107,-1.054305301
1999,436,247,2.520481187,0.109165034,0.411952441
1989,5362,2542,-2.120278613,0.021450953,0.251300085
2006,446,241,-3.284511538,-0.299940756,-0.083954403
1996,5056,2615,0.163063559,0.890479496,3.895506968
2012,669,343,-1.057015602,0.655912887,0.225061969
1989,3451,1702,-3.993324855,-0.222284398,-1.434181494
1988,663,312,-3.840507863,1.541124988,-0.487256816
2001,542,280,-3.950528569,0.500919636,-0.067800835
1998,6029,3251,-0.504577146,-0.135861491,2.692238218
1992,4074,2083,-3.170784185,0.006928497,-0.162687216
2008,5705,2959,2.507880789,-0.087803864,9.743933731
2021,498,233,-1.092755469427772,1.121062922844669,-0.3654642318650576
2009,11,6,-1.780810406,-1.867509583,0.004318051
2020,5402,2618,1.44088407,-1.609194214,4.037680748
1993,2828,1398,-3.677845971,-0.297492022,0.618171278
2018,217,98,-5.725656947,0.352535853,-0.328275965
1988,4043,1891,-1.490100841,-0.070822865,0.815892901
2001,2932,1553,-2.858701735,0.072432652,0.402774986
2018,781,378,-1.375195508,0.841195252,0.232188881
1998,3368,1827,0.373364896,0.648927364,3.428947593
2009,1670,902,-2.830852789,0.639608061,-0.017142309
1991,2564,1207,-1.646875952,-0.136610362,2.161411485
2006,3288,1781,1.498065645,-0.56996455,1.737405543
2019,268,128,-3.486468077,-0.054509727,-0.201458446
1996,6327,3370,0.283465639,-0.46845162,5.965926309
2013,2716,1418,0.604125786,-0.072280168,1.46331225
1991,3606,1505,-2.808590233,0.206360699,-2.473735228
2014,2656,1295,-0.591997115,1.194361198,1.488489123
2003,5426,2880,5.286063127,1.669054827,11.82030983
1997,3318,1714,1.912318228,1.627562154,3.061456394
2000,3841,1927,0.146648981,0.274961527,4.146695914
2010,6104,3233,1.149402551,-0.757039038,9.670764517
2015,2517,1287,-2.797224029,-0.100453505,-0.083312615
2021,430,197,0.5123753636892093,-0.0692407720185882,0.8308737377446196
1992,213,105,-8.86691969,0.4388516,-0.262107366
2018,1614,805,-3.512736966,-0.513573632,0.756562961
2018,1311,643,-3.550004049,-0.23821534,-2.307151662
2009,5924,3120,0.405272101,-0.006352858,1.473078145
1989,6840,3310,7.144309037,-0.192683261,21.90978561
2003,3630,1896,-1.677595099,-0.179432068,3.662665239
2005,2858,1522,2.076918151,0.138981691,3.257260684
2007,5562,2784,1.995818187,-0.164192558,5.610372255
1983,7725,3550,6.347651372,-0.598357267,18.3948656
1996,995,519,-4.573687711,-0.405632897,-0.696174394
2012,3415,1748,-0.661891014,1.28701668,0.794817991
2015,5975,2949,2.509224575,1.019018959,7.955927685
1986,4393,2011,-1.827849097,-0.199911786,0.639144759
2003,2236,1163,-1.975497816,1.505952248,-0.557694883
1997,3785,1979,-0.55057875,-0.163872737,2.128869871
2015,5920,2998,1.052852945,0.581917616,5.900298463
1990,4192,1956,-4.190469287,0.875505741,-1.473003089
1992,367,178,-5.538700285,0.106256869,-0.490571876
1997,5173,2777,-3.34989068,-0.298249332,-4.618563509
1982,778,369,-2.205076149,1.40287486,-0.057198535
1989,2549,1129,-3.593013672,0.324969436,-0.515549368
1978,6095,2705,-0.182723072,-0.034552064,2.280489773
2019,2875,1369,-0.501253046,-0.134146209,0.487819789
1999,3661,2028,3.385716484,-0.327771444,7.358475993
2009,6853,3591,1.936504222,-0.042507418,9.688041145
2010,682,349,-2.045660175,1.892170738,0.147490553
1980,1156,553,-4.175575772,0.873869929,-1.02194193
1993,593,284,-6.027773812,1.24737044,-0.521222075
2011,666,342,-1.982102936,0.599867117,-0.149653704
1992,643,326,-3.228054828,1.72491603,-0.080830212
1985,4287,2060,-2.483468502,-0.103605742,0.517512579
1987,227,106,-2.458669952,1.855199548,-0.120939727
2017,5652,2803,0.821533513,-0.639382866,5.353883404
2021,920,435,-2.294060154512064,-0.449078919186357,0.2414831707650043
2007,6222,3095,7.176233698,-1.044039085,14.20991254
2008,170,89,-2.686453805,-0.662923492,0.020853137
2018,462,221,-0.430038861,-0.124916824,0.088601745
2000,3532,1818,-0.272937037,-0.50771099,1.862029714
1983,1122,527,-1.965330031,0.849358877,-0.028700447
1977,4473,1960,1.373758309,-0.350632416,4.218126148
1981,5482,2473,-0.11691103,-0.169515331,3.427319375
2005,771,403,-0.979702893,0.486759054,0.291363588
2020,2752,1298,1.811816774,0.326778862,2.063401399
1986,7434,3445,0.694624915,-0.692092117,5.943642353
2018,4175,1975,-1.740028704,0.275791083,0.777666423
2013,1615,836,-1.20398824,0.574447407,1.220890847
1998,2452,1305,-1.871486551,0.614411933,0.814483583
1992,4150,2072,0.737483189,-0.099153316,3.61299325
2009,693,366,-4.018807602,0.750616997,-0.335687142
1982,7334,3428,0.731376886,-0.327673632,3.915634392
1993,4464,2215,-1.747218176,0.290256606,-0.597390156
1991,7412,3756,8.062738283,-0.664600287,21.27219353
2011,1668,867,-1.064144324,-0.179628633,1.119146293
1982,6747,3208,1.248265316,-0.163349215,7.319860583
2006,2860,1417,-3.285197453,-0.130787572,1.000355565
1998,4717,2561,-0.058870961,-0.003185932,5.07574692
2001,1657,849,-1.436275517,-0.143927962,0.413309316
1998,1939,996,-4.984632485,-0.149542415,-1.488792292
2015,74,33,-4.274464609,1.785413279,0.130673367
1992,5643,2716,-1.796584587,-0.308881239,2.011586968
1977,2267,989,-1.914102651,0.512234055,-0.039023374
1991,7289,3485,5.672848109,-0.122656468,17.58159839
2001,1423,738,-0.366938322,0.961296614,0.432035557
2007,5834,2942,6.715064766,0.450726654,13.55784962
1985,812,357,-3.327930007,-0.04693322,-0.735952891
2009,3379,1706,-3.105090787,0.50435672,0.021275638
1981,3871,1815,-3.4464237,0.422566345,-0.678462902
1992,2694,1257,-2.044886203,0.379593165,0.103753074
1977,5208,2291,2.728109322,0.375855164,7.726927571
2004,1492,788,-1.204400971,0.339202465,0.523174543
2018,2022,1001,-3.503851834,-1.120906434,0.457328792
2001,3319,1692,-1.023945956,0.674913007,0.336000878
1997,5563,2966,4.899753267,-0.376435019,11.26574957
2004,1543,789,-4.140070079,0.804058355,-1.80132368
1987,2987,1418,1.951448501,-0.259390211,2.755590846
1993,5295,2668,5.617728921,-0.581442744,10.38987257
1979,6190,2705,0.417108193,-0.209175742,7.261758591
2008,1182,591,-0.452907287,0.323548795,1.235600032
1999,2379,1334,-0.208127427,0.113142417,2.03268429
2019,4694,2254,4.240742674,0.195619121,8.555916679
1986,2625,1225,-4.265763871,0.837150191,-1.304746969
2021,63,27,-8.674584422239603,0.7913893565510896,-0.0289843419792909
1996,1296,676,-5.06299715,0.564351103,-1.386716987
1997,695,380,-2.776016667,1.295225779,-0.309356765
1989,3298,1499,-1.282170876,0.100255224,0.923228092
1978,3522,1615,-1.203995102,-0.100680667,0.420180942
2005,2993,1614,-0.921895455,0.594499857,2.052130238
1998,832,447,-3.795427649,1.403415339,-0.154493086
2012,3196,1701,1.365126583,0.157314994,1.336297941
2014,3724,1897,-1.203197919,0.057802805,1.784034014
1988,2323,1132,-1.64738964,0.209072567,-0.583040386
1985,1527,702,-4.619857918,0.879484339,-1.618464887
2019,1306,629,-1.420810959,-0.962959755,-0.549920284
2009,1254,636,-3.203945893,0.190349372,-0.397394985
1982,4601,2302,0.867429614,-0.359676407,5.52168354
2020,728,345,-0.474782908,-0.575358522,0.234129005
1991,734,350,-2.334007229,0.496747798,0.097575702
2018,4854,2364,6.95098915,-0.64005152,13.65672991
1981,2674,1230,-2.379349671,1.0406424,0.458751608
2006,2621,1406,0.103711134,0.041687711,3.674044754
2021,2008,920,-3.321423181169746,0.2236960445307151,0.2587540331725255
2002,6301,3253,-1.201978085,0.201588997,3.864376999
1998,6001,3150,2.936239335,0.052531584,10.41789759
2012,4029,2148,-0.211689986,-0.098257155,3.552773897
2015,153,74,-9.378615552,0.035872366,-0.319990877
2021,1576,753,-0.7350874274874484,-0.5983433168995442,0.4312213140292715
1986,4553,2096,-1.490269054,0.042800244,0.408175659
2014,2174,1120,-4.340297025,-0.494959199,0.253612263
2018,1724,844,-1.116690425,-0.640114665,1.042674588
1981,504,236,-3.211450668,0.10580318,-0.090543265
1996,1705,868,-3.070476144,-0.08691852,-1.134445587
1984,1438,703,-0.811239275,-0.118416957,0.544522169
1979,340,152,-4.022256709,0.928718767,-0.184831361
1995,4682,2453,-1.454599074,0.225208341,2.985571267
1986,1208,568,0.31528689,0.158111968,1.061257039
1997,3773,1976,-1.101521682,0.537024332,5.1000845
1993,4733,2410,-0.132997975,-0.567367358,4.952193725
1995,3425,1720,-1.790146265,0.082222549,1.810787048
1983,639,304,-4.115572531,-0.021138048,-0.17659127
2001,5886,2996,1.200805525,-0.47307917,12.4434964
2008,6394,3071,1.775318325,-0.444964912,7.024299315
2012,2580,1341,-1.907400181,0.356566102,-0.128326079
2012,3195,1639,0.130160367,-0.034395873,2.987565097
2008,23,12,-5.543710337,-0.90076167,-0.014697937
2003,4599,2444,-0.487603854,-0.712497084,4.083547831
2021,1362,669,-1.11508850302684,-0.1804882814937214,0.2123677787379705
1977,6365,2796,2.564880017,-0.192574102,6.776646631
2008,2258,1189,-3.457424801,0.087222425,-0.740242769
